报告期,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,42.262,44.662,18.785
投资活动之现金流入净额,-5.86,26.403,-26.144
融资活动之现金流入净额,-33.257,-55.399,-9.565
现金及现金等价物增加,3.145,15.666,-16.924
会计年初之现金及现金等价物,22.471,6.805,23.729
会计年终之现金及现金等价物,25.616,22.471,6.805
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-6.975,-10.736,-15.128
币种,人民币,人民币,人民币
