报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,-6.269,21.297,27.404,16.796
投资活动之现金流入净额,-11.775,0.402,-0.173,-6.907
融资活动之现金流入净额,74.019,-10.596,-7.307,1.748
现金及现金等价物增加,55.975,11.103,19.924,11.637
会计年初之现金及现金等价物,53.411,42.308,22.384,10.747
会计年终之现金及现金等价物,109.386,53.411,42.308,22.384
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-13.018,-0.609,-0.981,-7.878
币种,港币,港币,港币,港币
