报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-6.028,-2.637,9.642,-9.859,-1.199,-4.942,-1.855,-8.691
投资活动之现金流入净额,-1.934,2.33,-0.726,5.882,-4.249,-9.755,-1.064,3.741
融资活动之现金流入净额,14.281,0.404,-0.184,-2.855,-2.678,20.46,19.687,-1.311
现金及现金等价物增加,6.319,-0.711,8.732,-6.832,-8.126,5.763,16.768,-6.261
会计年初之现金及现金等价物,54.746,55.744,55.744,62.778,62.778,57.001,57.001,63.037
会计年终之现金及现金等价物,61.324,54.746,64.304,55.744,54.565,62.778,73.776,57.001
外汇兑换率变动之影响,0.259,-0.287,-0.172,-0.202,-0.087,0.014,0.007,0.225
购置固定资产款项,-2.42,-1.332,-0.771,-5.205,-3.208,-7.754,-1.197,-1.202
币种,港币,港币,港币,港币,港币,港币,港币,港币
