报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-132.169,33.24,-260.567,-2664.96,-460.316,-234.685,-78.106,-11.424
投资活动之现金流入净额,-113.163,-1171.752,-513.176,-548.234,-218.559,-61.274,-12.138,6.071
融资活动之现金流入净额,85.225,-4.25,18.261,4960.702,697.294,388.461,44.576,119.77
现金及现金等价物增加,-160.107,-1142.762,-755.482,1747.508,18.419,92.502,-45.668,114.417
会计年初之现金及现金等价物,967.073,2113.521,2113.521,366.803,366.803,275.025,275.025,159.584
会计年终之现金及现金等价物,804.284,967.073,1358.055,2113.521,385.911,366.803,229.287,275.025
外汇兑换率变动之影响,-2.682,-3.686,0.016,-0.79,0.689,-0.724,-0.07,1.024
购置固定资产款项,-3.541,-157.77,-118.308,-127.802,-51.986,-40.287,-9.251,-32.973
币种,港币,港币,港币,港币,港币,港币,港币,港币
