报告期,2017-03-31,2016-03-31,2015-03-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,44.916,21.134,27.987
投资活动之现金流入净额,-5.448,-1.588,-1.249
融资活动之现金流入净额,-0.593,-24.04,-12.363
现金及现金等价物增加,38.875,-4.494,14.375
会计年初之现金及现金等价物,19.22,23.714,9.339
会计年终之现金及现金等价物,58.095,19.22,23.714
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-2.448,-1.696,-1.352
币种,港币,港币,港币
