报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,29.367,28.998,-168.842,-64.574,-121.547,-93.608,-238.088,-107.868
投资活动之现金流入净额,-88.93,-4.983,-1.67,-3.178,-32.241,-36.145,-64.28,-5.685
融资活动之现金流入净额,229.487,165.148,119.282,56.094,127.4,127.135,92.724,59.887
现金及现金等价物增加,169.924,189.163,-51.23,-11.658,-26.388,-2.618,-209.644,-53.666
会计年初之现金及现金等价物,40.07,40.07,83.709,83.709,102.678,104.547,312.322,312.322
会计年终之现金及现金等价物,193.982,224.393,40.07,72.946,83.709,101.929,102.678,258.656
外汇兑换率变动之影响,-16.012,-4.84,7.591,0.895,7.419,--,--,--
购置固定资产款项,-2.871,-2.396,-1.642,-1.338,-9.911,-0.421,-8.341,-6.43
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
