报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,-45.005,-152.919,-60.42,-23.39
投资活动之现金流入净额,-18.906,-8.759,-21.922,-23.404
融资活动之现金流入净额,55.304,154.553,104.517,59.962
现金及现金等价物增加,-8.607,-7.125,22.175,13.168
会计年初之现金及现金等价物,31.349,41.136,20.813,7.647
会计年终之现金及现金等价物,23.199,31.349,41.136,20.813
外汇兑换率变动之影响,0.457,-2.662,-1.852,-0.002
购置固定资产款项,-16.247,-5.678,-19.065,-5.724
币种,港币,港币,港币,港币
