报告期,2017-03-31,2016-03-31
报表类型,年报,年报
经营业务所得之现金流入净额,-17.668,18.159
投资活动之现金流入净额,5.491,-9.413
融资活动之现金流入净额,-1.644,-5.347
现金及现金等价物增加,-13.821,3.399
会计年初之现金及现金等价物,33.276,29.877
会计年终之现金及现金等价物,19.455,33.276
外汇兑换率变动之影响,--,--
购置固定资产款项,-0.761,-0.328
币种,港币,港币
