报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-483.942,-263.072,-44.925
投资活动之现金流入净额,325.869,-976.493,-124.425
融资活动之现金流入净额,2153.955,3617.472,108.75
现金及现金等价物增加,1995.882,2377.907,-60.6
会计年初之现金及现金等价物,2721.537,105.121,165.72
会计年终之现金及现金等价物,4594.641,2721.537,105.121
外汇兑换率变动之影响,-122.778,238.509,0.001
购置固定资产款项,-12.068,-98.147,-14.425
币种,人民币,人民币,人民币
