报告期,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,53.497,50.545,42.606
投资活动之现金流入净额,-13.821,-25.739,-28.372
融资活动之现金流入净额,-3.048,-13.007,-6.112
现金及现金等价物增加,36.628,11.799,8.122
会计年初之现金及现金等价物,23.348,11.246,2.9
会计年终之现金及现金等价物,58.76,23.348,11.246
外汇兑换率变动之影响,-1.216,0.303,0.224
购置固定资产款项,-12.985,-3.783,-7.622
币种,港币,港币,港币
