报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,中报,年报,年报
利息收入,21014.963,10103.79,16444.09,7191.127,14067.083,7030.768,12047.61,10075.641
利息支出,-50691.073,-22030.846,-31416.755,-14027.628,-25902.179,-12126.66,-17903.653,-10930.568
净利息收入,-29676.11,-11927.056,-14972.665,-6836.501,-11835.096,-5095.892,-5856.043,-854.927
其他经营收入,94016.51,43842.114,65843.502,27073.611,50920.688,25277.685,31027.449,20459.174
经营收入,76083.31,38280.33,62755.021,25501.374,48538.266,25135.094,32704.583,26060.38
经营支出,-15140.925,-6857.351,-12286.782,-5358.765,-11487.552,-5331.195,-8469.479,-7016.607
总准备,-17463.643,-5849.709,-16717.039,-1969.159,-12603.781,-6150.212,-6225.587,-4850.175
其他盈利/(亏损),-6877.048,-3698.601,-3241.897,-1228.416,-2200.993,-830.106,-1235.091,-553.852
除税前盈利/(亏损),36601.694,21874.669,30509.303,16945.034,22245.94,12823.581,16774.426,13639.746
税项,-10013.982,-5472.705,-7400.772,-4099.325,-5295.142,-2955.815,-3743.581,-3546.557
除税后盈利/(亏损),26587.712,16401.964,23108.531,12845.709,16950.798,9867.766,13030.845,10093.189
少数股东权益,4595.122,3041.493,3495.073,1722.731,2468.745,1494.417,2374.638,1433.597
股东应占盈利/(亏损),21992.59,13360.471,19613.458,11122.978,14482.053,8373.349,10656.207,8659.592
股息,6599,,5883.973,,,,1893,1754.599
除税及股息后盈利/(亏损),15393.59,13360.471,13729.485,11122.978,14482.053,8373.349,8763.207,6904.993
基本每股营利(仙),56.000000,34.000000,50.000000,28.000000,43.000000,26.000000,38.000000,34.000000
摊薄每股盈利(仙),--,--,50.000000,28.000000,43.000000,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
