报告期,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30
报表类型,中报,一季报,年报,三季报,中报,一季报,年报,年报
利息收入,,,,,,,,
利息支出,,,,,,,,
净利息收入,,,,,,,,
其他经营收入,,,,,,,,
经营收入,,,,,,,,
经营支出,,,,,,,,
总准备,,,,,,,,
其他盈利/(亏损),,,,,,,,
除税前盈利/(亏损),7.688,5.074,-30.643,-11.967,-5.33,-11.948,-58.557,-32.386
税项,-10.281,-5.722,-7.854,-11.648,-10.233,-4.223,-9.86,-7.711
除税后盈利/(亏损),-2.593,-0.648,-38.497,-23.615,-15.563,-16.171,-68.417,-40.097
少数股东权益,0.751,0.76,-0.173,-0.725,-1.019,-0.76,-0.734,-0.957
股东应占盈利/(亏损),-1.842,0.112,-38.67,-24.34,-16.582,-16.931,-69.151,-41.054
股息,,,,,,,,
除税及股息后盈利/(亏损),-1.842,0.112,-38.67,-24.34,-16.582,-16.931,-69.151,-41.054
基本每股营利(仙),-0.03,,-0.72,,-0.31,,-1.56,-0.95
摊薄每股盈利(仙),-0.03,--,-0.72,--,-0.31,--,-1.56,-0.95
币种,美元,美元,美元,美元,美元,美元,美元,美元
