报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-29.575,-232.997,0.403,0.016,-48.616,3.344,-0.708,71.595
投资活动之现金流入净额,-78.085,-50.014,-77.136,33.856,311.022,4.135,2.312,128.981
融资活动之现金流入净额,79.943,154.446,0,110.928,-100,-0.315,-0.153,-249.584
现金及现金等价物增加,-27.717,-128.565,-76.733,144.8,162.406,7.164,1.451,-49.008
会计年初之现金及现金等价物,55.794,197.347,197.347,52.208,52.208,45.011,45.011,94.058
会计年终之现金及现金等价物,44.158,55.794,119.038,197.347,214.484,52.208,46.502,45.011
外汇兑换率变动之影响,16.081,-12.988,-1.576,0.339,-0.13,0.033,0.04,-0.039
购置固定资产款项,-0.034,-0.009,-116.1,-3.963,--,-0.052,-0.045,-0.068
币种,港币,港币,港币,港币,港币,港币,港币,港币
