报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,1.925,-0.52,-0.852,11.721,7.62
投资活动之现金流入净额,-3.37,3.479,1.774,7.404,1.263
融资活动之现金流入净额,0,31.426,-0.45,-15.367,-2.559
现金及现金等价物增加,-1.445,34.385,0.472,3.758,6.324
会计年初之现金及现金等价物,59.787,25.402,25.402,21.644,15.32
会计年终之现金及现金等价物,58.342,59.787,25.874,25.402,21.644
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-3.399,-0.087,-0.018,-0.09,-0.089
币种,港币,港币,港币,港币,港币
