报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2015-03-31,2014-12-31
报表类型,年报,中报,年报,中报,年报,中报,一季报,年报
营业额,162.015156,80.864097,160.374361,79.7144,317.565927,148.011571,62.47322,303.903121
除税前盈利/(亏损),-53.455614,-13.616931,-34.344694,12.186807,51.671735,19.804956,3.69905,55.857016
税项,-1.870192,-0.828501,-0.503352,-2.142204,-14.314909,-6.052492,-1.66576,-14.83378
除税后盈利/(亏损),-58.337931,-14.445432,-208.749347,10.044603,37.356826,13.752464,2.03329,41.023236
少数股东权益,0.876776,0.490875,0.172577,,,,,
股东应占盈利/(亏损),-59.214707,-14.936307,-208.921924,10.044603,37.356826,13.752464,2.03329,41.023236
股息,,,,,,,,
除税及股息后盈利/(亏损),-59.214707,-14.936307,-208.921924,10.044603,37.356826,13.752464,2.03329,41.023236
基本每股盈利(仙),-24.000000,-5.740000,-84.000000,4.040000,15.000000,5.570000,0.820000,17.000000
摊薄每股盈利(仙),-24.000000,-5.740000,-84.000000,4.040000,15.000000,5.570000,0.820000,17.000000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-142.222816,-64.783226,-150.119592,-55.44325,-223.946211,-110.079221,-49.88119,-220.905162
折旧,-2.251761,-0.711722,-1.408044,-0.563319,-0.782062,-0.362349,--,-0.451244
销售及分销费用,-10.57343,-1.105643,-12.47424,-0.614664,-5.693085,-3.190186,-1.46582,-5.074735
一般及行政费用,-66.437938,-42.480516,-36.948915,-16.543896,-39.009278,-16.194461,-8.62389,-28.483362
利息费用/融资成本,-0.425428,-0.067537,-0.638718,-0.007467,-0.994193,-0.53064,-0.2826,-1.509246
毛利,19.79234,16.080871,10.254769,24.27115,93.619716,37.93235,12.59203,82.997959
经营盈利,-53.455614,-13.616931,-34.344694,12.186807,51.671735,19.804956,3.69905,55.857016
应占联营公司盈利,-1.890329,-1.83324,-4.348914,1.394902,0.047957,0.003927,--,0.018078
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
