报告期,2017-03-31,2016-03-31,2015-03-31,2014-03-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,12.54,13.494,13.728,6.717
投资活动之现金流入净额,0,-2.169,-12.55,1.327
融资活动之现金流入净额,31.616,-4.571,-1.373,-7.627
现金及现金等价物增加,44.156,6.754,-0.195,0.417
会计年初之现金及现金等价物,7.13,0.376,0.571,0.154
会计年终之现金及现金等价物,51.286,7.13,0.376,0.571
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,--,-0.01,-0.079,-0.011
币种,港币,港币,港币,港币
