报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,624.77,311.925,509.392,168.572,468.266,188.117,254.066,76.179
投资活动之现金流入净额,-357.418,-175.792,-283.369,-144.372,-276.389,-132.103,-275.704,-140.631
融资活动之现金流入净额,-168.843,-116.047,-155.3,-96.564,-161.51,-109.923,90.509,-64.711
现金及现金等价物增加,98.509,20.086,70.723,-72.364,30.367,-53.909,68.871,-129.163
会计年初之现金及现金等价物,484.475,484.475,416.9,416.9,380.173,380.173,314.12,314.12
会计年终之现金及现金等价物,600.788,512.468,484.475,348.566,416.9,326.953,380.173,185.517
外汇兑换率变动之影响,17.804,7.907,-3.148,4.03,6.36,0.689,-2.818,0.56
购置固定资产款项,-236.389,-125.787,-166.714,-88.056,-165.609,-80.438,-172.482,-87.132
币种,美元,美元,美元,美元,美元,美元,美元,美元
