报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,0.291081,9.027978,7.230934,26.246238,16.894084,39.678262,27.826125,20.901439
除税前盈利/(亏损),-21.136883,42.497921,157.808787,-118.95016,-51.527147,-349.837025,-254.458296,-453.153873
税项,,7.952143,,0.565263,,23.351259,16.09561,40.170824
除税后盈利/(亏损),-21.136883,50.450064,157.808787,-118.384897,-51.527147,-326.485766,-238.362686,-412.983049
少数股东权益,-0.596903,-8.932268,-3.185423,-7.387539,-2.414193,-46.665856,-27.300502,-90.625261
股东应占盈利/(亏损),-20.53998,59.382332,160.99421,-110.997358,-49.112954,-279.81991,-211.062184,-322.357788
股息,,,,,,,,
除税及股息后盈利/(亏损),-20.53998,59.382332,160.99421,-110.997358,-49.112954,-279.81991,-211.062184,-322.357788
基本每股盈利(仙),-0.360000,1.080000,2.920000,-3.290000,-1.780000,-14.270000,-13.120000,-22.800000
摊薄每股盈利(仙),-0.360000,1.080000,2.920000,-3.290000,-1.780000,-14.270000,-13.120000,-22.800000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-0.243408,-9.245729,-7.043276,-42.482963,-26.285117,-60.591754,-36.688912,-47.06609
折旧,-7.349438,-16.606827,-8.470097,-17.862588,-11.529007,-23.572035,-12.63428,-25.538212
销售及分销费用,-0.148197,-0.225688,-2.352119,-0.952621,-0.798707,-5.462225,-2.597115,-7.561245
一般及行政费用,-15.407123,-53.659252,-29.573165,-42.324858,-13.224301,-39.559943,-12.725009,-35.01934
利息费用/融资成本,-5.625535,-27.819101,-3.308754,-45.492651,-28.139223,-50.952015,-28.506883,-84.144735
毛利,0.047673,-0.217751,0.187658,-16.236725,-9.391033,-20.913492,-8.862787,-26.164651
经营盈利,-15.511348,130.592083,161.117541,-59.571081,-23.387924,-55.074988,-13.555676,-23.322079
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
