报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,5759.883,1499.086,2111.363,1826.186,4531.323,-726.15,657.613,571.984
投资活动之现金流入净额,-4728.926,-1888.792,-2045.26,-954.063,-2232.035,-714.382,-1350.425,-302.483
融资活动之现金流入净额,539.7,-299.649,2202.94,1051.224,74.738,2358.478,897.997,1627.542
现金及现金等价物增加,1570.657,-689.355,2269.043,1923.347,2374.026,917.946,205.185,1897.043
会计年初之现金及现金等价物,9776.31,9776.31,7422.35,7422.35,5018.511,5018.511,4812.575,4812.575
会计年终之现金及现金等价物,11283.853,9050.502,9776.31,9362.203,7422.35,5926.516,5018.511,6729.506
外汇兑换率变动之影响,-63.114,-36.453,84.917,16.506,29.813,-9.941,0.751,19.888
购置固定资产款项,-998.311,-138.53,-354.295,-103.796,-386.392,-132.65,-609.41,-455.699
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
