报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,38444.091,16.278468,25.566909,6.598679,8.328126,0.662482,11.564161,6.520027
投资活动之现金流入净额,-7257.095,6.243941,-13.360093,-2.63696,-7.642682,-3.352527,-4.506174,-1.496385
融资活动之现金流入净额,-20292.959,0,36.369149,36.564022,3.454372,3.454372,0.746889,0
现金及现金等价物增加,10894.037,22.522409,48.575965,40.525741,4.139816,0.764327,7.804876,5.023642
会计年初之现金及现金等价物,70105.578,70.105578,19.36492,19.36492,14.61948,14.61948,6.814604,1.790962
会计年终之现金及现金等价物,78533.972,91.903281,70.105578,60.2242,19.36492,14.991076,14.61948,6.814604
外汇兑换率变动之影响,-2465.643,-0.724706,2.164693,0.333539,0.605624,-0.392731,--,--
购置固定资产款项,-1050.048,-0.6,-0.273184,-0.2,-1.950327,-0.7,-0.122286,-0.252831
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
