报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,831.535,488.123,1131.643,372.445,245.433,233.052,911.184,768.926
投资活动之现金流入净额,-1177.119,332.838,-1148.701,-1252.969,193.459,-246.964,-1665.19,-1318.501
融资活动之现金流入净额,-410.99,-119.777,604.332,2373.427,-280.554,-116.616,386.726,-181.358
现金及现金等价物增加,-756.574,701.184,587.274,1492.903,158.338,-130.528,-367.28,-730.933
会计年初之现金及现金等价物,2881.632,2881.632,2286.225,2286.225,2130.237,2130.237,2494.28,2494.28
会计年终之现金及现金等价物,2116.422,3582.078,2881.632,3774.571,2286.225,1999.092,2130.237,1763.347
外汇兑换率变动之影响,-8.636,-0.738,8.133,-4.557,-2.35,-0.617,3.237,--
购置固定资产款项,-43.645,-24.915,-147.593,-119.022,-253.316,-47.157,-114.571,-34.143
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
