报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,906.358,132.277,546.602,239.244,647.336,304.001,297.698,99.942
投资活动之现金流入净额,-689.308,-255.891,-537.758,-253.999,-706.913,-492.676,-839.97,-394.692
融资活动之现金流入净额,10.118,192.123,-18.557,-169.046,-259.8,-92.238,97.207,103.506
现金及现金等价物增加,227.168,68.509,-9.713,-183.801,-319.377,-280.913,-445.065,-191.244
会计年初之现金及现金等价物,228.091,228.091,252.721,252.721,596.752,596.752,1061.504,1061.504
会计年终之现金及现金等价物,467.506,305.575,228.091,67.208,252.721,315.625,596.752,862.396
外汇兑换率变动之影响,12.247,8.975,-14.917,-1.712,-24.654,-0.214,-19.687,-7.864
购置固定资产款项,-643.968,-254.428,-505.896,-209.294,-507.312,-351.852,-916.646,-426.143
币种,港币,港币,港币,港币,港币,港币,港币,港币
