报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-16.963,32.542,60.977,75.142,58.17,98.821,28.781,-0.568
投资活动之现金流入净额,-2.044,-7.126,-3.609,-34.325,-2.08,-3.576,-2.136,3.814
融资活动之现金流入净额,18.475,-72.807,-66.875,-34.78,-44.292,-20.561,-10.753,-16.324
现金及现金等价物增加,-0.532,-47.391,-9.507,6.037,11.798,74.684,15.892,-13.078
会计年初之现金及现金等价物,79.706,127.781,127.781,121.959,121.959,47.86,47.86,60.891
会计年终之现金及现金等价物,79.971,79.706,117.477,127.781,133.391,121.959,63.739,47.86
外汇兑换率变动之影响,0.797,-0.684,-0.797,-0.215,-0.366,-0.585,-0.013,0.047
购置固定资产款项,-2.069,-6.586,-3.609,-35.095,-2.154,-4.139,-2.175,-4.004
币种,港币,港币,港币,港币,港币,港币,港币,港币
