报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,187.964,60.097,195.076,85.304,130.338,44.626,126.549,53.763
投资活动之现金流入净额,-64.162,16.534,-20.194,-12.496,-114.571,-14.177,-87.952,-23.406
融资活动之现金流入净额,-92.697,0,-71.631,-0.96,10.012,0,0.725,-21.435
现金及现金等价物增加,31.105,76.631,103.251,71.848,25.779,30.449,39.322,8.922
会计年初之现金及现金等价物,400.39,400.39,297.873,297.873,273.357,273.357,234.035,234.035
会计年终之现金及现金等价物,429.804,477.021,400.39,369.721,297.873,303.806,273.357,242.957
外汇兑换率变动之影响,-1.691,--,-0.734,--,-1.263,--,--,--
购置固定资产款项,-60.366,-11.022,-41.26,-16.783,-63.95,-3.721,-67.464,-26.927
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
