报告期,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,1261.041,665.455,2147.618,1251.408,2401.049,1222.537,2152.167,1082.434
除税前盈利/(亏损),-1242.708,47.37,421.069,368.346,755.727,375.925,636.984,327.685
税项,54.698,-7.661,-123.587,-111.276,-237.651,-122.184,-196.881,-101.54
除税后盈利/(亏损),-1188.01,39.709,297.482,257.07,518.076,253.741,440.103,226.145
少数股东权益,,,,,,,,
股东应占盈利/(亏损),-1188.01,39.709,297.482,257.07,518.076,253.741,440.103,226.145
股息,,,,,52,,91,
除税及股息后盈利/(亏损),-1188.01,39.709,297.482,257.07,466.076,253.741,349.103,226.145
基本每股盈利(仙),,4.000000,29.700000,25.700000,51.800000,25.400000,44.000000,22.600000
摊薄每股盈利(仙),--,--,29.700000,--,--,--,--,--
每股股息(仙),--,--,--,--,5.200000,--,17.700000,9.100000
销售成本,-1359.324,-597.883,-1520.03,-803.045,-1451.579,-732.311,-1322.483,-665.008
折旧,--,-24.144,-46.978,-23.063,-45.554,-22.791,-42.758,-20.712
销售及分销费用,-704.767,-14.63,-109.289,-59.184,-136.93,-89.112,-132.611,-67.955
一般及行政费用,-31.976,-12.242,-35.718,-13.67,-31.185,-16.242,-32.31,-18.792
利息费用/融资成本,-61.717,-23.667,-41.26,-13.37,-18.327,-11.081,-14.33,-8.063
毛利,-98.283,67.572,627.588,448.363,949.47,490.226,829.684,417.426
经营盈利,-1242.708,47.37,421.069,368.346,755.727,375.925,636.984,327.685
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
