报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,8837,6553,7028,3086,5999,2721,15454,4366
投资活动之现金流入净额,-14113,-8352,1678,2922,-9141,-10836,-3712,-1473
融资活动之现金流入净额,-8662,-7029,-10272,-4407,-8154,-4338,-9835,-2540
现金及现金等价物增加,-13938,-8828,-1566,1601,-11296,-12453,1907,353
会计年初之现金及现金等价物,23578,23578,27019,27019,40219,40219,39109,39109
会计年终之现金及现金等价物,10490,15106,23578,28233,27019,27785,40219,38629
外汇兑换率变动之影响,850,356,-1875,-387,-1904,19,-797,-833
购置固定资产款项,-4642,-2177,-2682,-1358,-6188,-3042,-5305,-2336
币种,港币,港币,港币,港币,港币,港币,港币,港币
