报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,74.938,208.817,38.273,1.562,60.149,-11.433,-13.036,-22.223
投资活动之现金流入净额,-176.606,-131.713,-39.719,-8.689,-7.979,-3.049,-23.761,-13.671
融资活动之现金流入净额,146.288,41.647,8.164,-18.869,8.869,5.164,22.393,22.768
现金及现金等价物增加,44.62,118.751,6.718,-25.996,61.039,-9.318,-14.404,-13.126
会计年初之现金及现金等价物,87.126,87.126,86.413,86.413,34.272,34.272,54.036,54.036
会计年终之现金及现金等价物,136.024,208.819,87.126,60.328,86.413,23.537,34.272,39.866
外汇兑换率变动之影响,4.278,2.942,-6.005,-0.089,-8.898,-1.417,-5.36,-1.044
购置固定资产款项,-51.608,-13.239,-21.363,-11.044,-7.444,-4.392,-15.044,-14.12
币种,港币,港币,港币,港币,港币,港币,港币,港币
