报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,19253.639,76299.93,53962.706,33387.152,14675.987,51111.652,34982.614,23542.843
除税前盈利/(亏损),767.486,4409.241,2618.344,1576.142,882.052,1702.051,267.272,-165.844
税项,-183.667,-1250.826,-856.94,-509.633,-263.589,-967.068,-561.434,-375.316
除税后盈利/(亏损),583.819,3158.415,1761.404,1066.509,618.463,734.983,-294.162,-541.16
少数股东权益,137.532,649.173,452.024,269.611,108.782,195.323,-104.531,-163.126
股东应占盈利/(亏损),446.287,2509.242,1309.38,796.898,509.681,539.66,-189.631,-378.034
股息,,805.38,,,,179.837,,
除税及股息后盈利/(亏损),446.287,1703.862,1309.38,796.898,509.681,359.823,-189.631,-378.034
基本每股盈利(仙),14.090000,81.000000,41.870000,25.540000,16.240000,14.000000,-8.980000,-14.440000
摊薄每股盈利(仙),14.050000,81.000000,41.710000,25.440000,16.200000,14.000000,-8.980000,-14.440000
每股股息(仙),--,27.000000,--,--,--,6.000000,--,--
销售成本,-16712.32,-62292.715,-44044.463,-27241.564,-11985.518,-41482.017,-28386.468,-19126.496
折旧,--,-1794.182,--,-916.498,--,-1687.106,--,-1056.717
销售及分销费用,-612.531,-2926.718,-2068.97,-1256.253,-555.58,-2156.98,-1605.522,-1036.129
一般及行政费用,-912.44,-5482.054,-3765.424,-2368.039,-966.224,-4208.598,-2967.904,-1982.301
利息费用/融资成本,-473.345,-1446.321,-1073.008,-594.251,-279.251,-719.109,-436.299,-304.944
毛利,2541.319,14007.215,9918.243,6141.176,2690.469,9608.214,6356.562,4222.111
经营盈利,748.734,4171.685,2610.912,1524.203,835.65,800.538,75.437,-318.988
应占联营公司盈利,8.381,30.675,22.322,2.538,7.161,87.266,20.463,13.8
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
