报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-11.927,-33.078,-29.181,-6.16,-37.084,64.321,8.855,-58.017
投资活动之现金流入净额,12.23,68.436,50.377,-228.046,-39.928,-135.171,-140.352,-78.378
融资活动之现金流入净额,12.794,-13.999,-47.388,210.026,39.989,-0.393,1.404,238.421
现金及现金等价物增加,13.097,21.359,-26.192,-24.18,-37.023,-71.243,-130.093,102.026
会计年初之现金及现金等价物,164.269,140.327,140.327,163.511,163.511,234.865,234.865,133.557
会计年终之现金及现金等价物,177.366,164.269,114.135,140.327,126.489,163.511,105.057,234.865
外汇兑换率变动之影响,--,2.583,--,0.996,0.001,-0.111,0.285,-0.718
购置固定资产款项,-27.632,-57.713,-21.091,-35.819,-42.616,-22.858,-10.622,-57.058
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
