报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31
报表类型,中报,年报,中报,年报
经营业务所得之现金流入净额,-16.791,-26.626,-14.322,50.311
投资活动之现金流入净额,-1.243,-32.453,-1.729,16.311
融资活动之现金流入净额,19.107,20.47,-4.342,-1.349
现金及现金等价物增加,1.073,-38.609,-20.393,65.273
会计年初之现金及现金等价物,32.538,71.147,71.147,5.874
会计年终之现金及现金等价物,33.611,32.538,50.754,71.147
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,--,-7.506,--,-0.098
币种,港币,港币,港币,港币
