报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-16.908,-16.647,-6.267,-3.962,11.973,-23.455,-2.8,4.416
投资活动之现金流入净额,42.032,10.714,7.401,10.285,7.115,17.465,14.674,12.406
融资活动之现金流入净额,4.093,9.422,3.265,-19.333,-15.381,13.065,4.651,-40.174
现金及现金等价物增加,29.217,3.489,4.399,-13.01,3.707,7.075,16.525,-23.352
会计年初之现金及现金等价物,39.341,36.135,36.135,49.42,49.42,42.332,42.332,65.884
会计年终之现金及现金等价物,68.988,39.341,40.173,36.135,52.793,49.42,59.084,42.332
外汇兑换率变动之影响,0.43,-0.283,-0.361,-0.275,-0.334,0.013,0.227,-0.2
购置固定资产款项,-0.053,-0.265,-0.108,-0.713,-0.41,-0.941,-0.253,-7.964
币种,港币,港币,港币,港币,港币,港币,港币,港币
