报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,163.955,82.449,365.325,240.579,287.055,90.041,862.444,392.88
投资活动之现金流入净额,-58.402,-6.483,-584.603,-120.561,-50.158,-144.871,-64.841,-51.505
融资活动之现金流入净额,-340.824,-279.869,-229.614,-130.199,-280.733,-180.276,-271.327,-160.245
现金及现金等价物增加,-235.271,-203.903,-448.892,-10.181,-43.836,-235.106,526.276,181.13
会计年初之现金及现金等价物,830.572,830.572,1322.589,1322.589,1362.362,1362.362,834.697,834.697
会计年终之现金及现金等价物,595.82,616.788,830.572,1276.87,1322.589,1130.918,1362.362,1020.656
外汇兑换率变动之影响,0.519,-9.881,-43.125,-35.538,4.063,3.662,1.389,4.829
购置固定资产款项,-23.785,-6.527,-25.46,-17.672,-50.203,-28.655,-74.608,-62.742
币种,港币,港币,港币,港币,港币,港币,港币,港币
