报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,18.572,21.203,20.054
投资活动之现金流入净额,-26.78,2.825,-34.634
融资活动之现金流入净额,26.569,-33.23,2.255
现金及现金等价物增加,18.361,-9.202,-12.325
会计年初之现金及现金等价物,11.87,20.863,33.652
会计年终之现金及现金等价物,32.634,11.87,20.863
外汇兑换率变动之影响,2.403,0.209,-0.464
购置固定资产款项,-19.377,-34.441,-10.054
币种,港币,港币,港币
