报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,45.294,14.287,50.259,23.232,39.397,8.151,52.515,35.694
投资活动之现金流入净额,-57.077,-32.119,-21.381,10.046,-13.628,13.677,-61.288,-17.299
融资活动之现金流入净额,-1.351,5.345,-26.048,-84.26,11.559,-13.025,-0.252,-2.129
现金及现金等价物增加,-13.134,-12.487,2.83,-50.982,37.328,8.803,-9.025,16.266
会计年初之现金及现金等价物,63.45,63.45,58.147,58.147,20.066,20.066,29.091,12.825
会计年终之现金及现金等价物,48.791,50.786,63.45,7.194,58.147,28.869,20.066,29.091
外汇兑换率变动之影响,-1.525,-0.177,2.473,0.029,0.753,--,--,--
购置固定资产款项,-42.099,-27.813,-35.406,-8.625,-17.75,-10.905,-36.561,-6.534
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
