报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,205.047,92.03,191.499,84.107,226.899,103.592,360.776,198.751
投资活动之现金流入净额,131.64,142.826,-875.822,-980.941,-199.031,-37.178,587.7,659.912
融资活动之现金流入净额,-61.641,88.86,239.144,364.182,-414.315,-49.181,-102.872,-46.145
现金及现金等价物增加,275.046,323.716,-445.179,-532.652,-386.447,17.233,845.604,812.518
会计年初之现金及现金等价物,331.074,331.074,778.062,778.062,1164.762,1164.762,319.39,319.39
会计年终之现金及现金等价物,608.762,656.617,331.074,245.07,778.062,1181.995,1164.762,1131.908
外汇兑换率变动之影响,2.642,1.827,-1.809,-0.34,-0.253,--,-0.232,--
购置固定资产款项,-5.494,-1.762,-814.065,-805.586,-28.594,-22.76,-10.846,-2.565
币种,港币,港币,港币,港币,港币,港币,港币,港币
