报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,259.445,1273.18,993.587,-806.17,-716.381,1642.175,129.817,836.824
投资活动之现金流入净额,-157.49,-241.064,33.405,465.562,115.636,669.703,916.727,-2063.328
融资活动之现金流入净额,-224.99,-800.325,-13.366,-145.614,50.143,-1753.049,-1114.278,927.121
现金及现金等价物增加,-123.035,231.791,1013.626,-486.222,-550.602,558.829,-67.734,-299.383
会计年初之现金及现金等价物,604.148,374.153,374.153,871.388,871.388,310.629,310.629,615.421
会计年终之现金及现金等价物,487.645,604.148,1373.464,374.153,321.109,871.388,240.445,310.629
外汇兑换率变动之影响,6.532,-1.796,-14.315,-11.013,0.323,1.93,-2.45,-5.409
购置固定资产款项,-845.164,-208.425,-12.864,-237.312,-165.165,-147.2,-85.053,-1945.224
币种,港币,港币,港币,港币,港币,港币,港币,港币
