报告期,2017-06-30,2016-06-30,2015-06-30
报表类型,年报,年报,年报
经营业务所得之现金流入净额,6.321,5.588,3.912
投资活动之现金流入净额,-1.682,-1.866,-0.98
融资活动之现金流入净额,-6.495,-2.664,0
现金及现金等价物增加,-1.856,1.058,2.932
会计年初之现金及现金等价物,17.956,16.898,13.966
会计年终之现金及现金等价物,16.1,17.956,16.898
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-0.346,-0.532,-0.104
币种,澳元,澳元,澳元
