报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,4.208,13.383,5.732,-4.634,6.63,23.829,1.326,18.579
投资活动之现金流入净额,-0.732,-10.445,-17.428,4.928,-0.444,-0.097,-5.767,-17.465
融资活动之现金流入净额,-9.765,-0.676,6.361,-18.92,-24.764,-25.884,-14.326,1.214
现金及现金等价物增加,-6.289,2.262,-5.335,-18.626,-18.578,-2.152,-18.767,2.328
会计年初之现金及现金等价物,11.584,9.322,9.322,27.948,27.948,30.1,30.1,27.772
会计年终之现金及现金等价物,5.295,11.584,3.987,9.322,9.37,27.948,11.333,30.1
外汇兑换率变动之影响,--,--,--,--,--,--,--,--
购置固定资产款项,-0.732,-4.559,-13.948,-0.074,-0.024,-0.809,-0.786,-0.039
币种,港币,港币,港币,港币,港币,港币,港币,港币
