报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,-1.439347,7.528915,9.868365,8.903531
投资活动之现金流入净额,-1.878786,-0.041121,-1.583765,-0.242283
融资活动之现金流入净额,9.646107,-3.432163,-11.999538,-3.511784
现金及现金等价物增加,6.327974,4.055631,-3.714938,5.149464
会计年初之现金及现金等价物,15.723675,11.668044,15.382982,10.233518
会计年终之现金及现金等价物,21.747251,15.723675,11.668044,15.382982
外汇兑换率变动之影响,-0.304398,--,--,--
购置固定资产款项,-1.286986,-1.253613,-0.249402,-0.092892
币种,新加坡元,新加坡元,新加坡元,新加坡元
