报告期,2017-03-31,2016-03-31,2015-03-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-23.456,35.284,9.883
投资活动之现金流入净额,17.353,-12.131,-6.691
融资活动之现金流入净额,-0.071,-0.071,0.683
现金及现金等价物增加,-6.174,23.082,3.875
会计年初之现金及现金等价物,33.731,10.649,6.774
会计年终之现金及现金等价物,27.557,33.731,10.649
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-0.016,-1.832,-0.038
币种,港币,港币,港币
