报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31
报表类型,中报,年报,中报,年报
经营业务所得之现金流入净额,41.03,48.182,2.269,-49.446
投资活动之现金流入净额,-5.556,7.053,7.95,-26.383
融资活动之现金流入净额,-0.575,0.026,3.169,49.871
现金及现金等价物增加,34.899,55.261,13.388,-25.958
会计年初之现金及现金等价物,84.901,29.64,29.64,55.598
会计年终之现金及现金等价物,119.8,84.901,43.028,29.64
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-0.688,-0.3,-0.28,-0.103
币种,港币,港币,港币,港币
