报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,中报,年报,年报
利息收入,11749.719,5443.758,9664.474,4636.391,8587.709,4247.501,7595.389,6119.361
利息支出,-6947.311,-3099.191,-4656.519,-2189.509,-4473.655,-2297.026,-3999.053,-3031.577
净利息收入,4802.408,2344.567,5007.955,2446.882,4114.054,1950.475,3596.336,3087.784
其他经营收入,123.98,-6.499,52.463,40.047,75.173,43.677,46.335,35.773
经营收入,5567.593,2835.194,5996.145,2970.628,5005.508,2399.198,4365.052,3556.292
经营支出,-1818.922,-792.826,-2213.521,-954.192,-2076.578,-750.338,-1995.253,-1688.944
总准备,-1378.904,-400.05,-1108.874,-381.558,-579.894,-240.612,-411.278,-348.702
其他盈利/(亏损),0,0,0,,,,,
除税前盈利/(亏损),2369.767,1642.318,2673.75,1634.878,2349.036,1408.248,1958.521,1518.646
税项,-466.16,-363.558,-585.145,-373.35,-535.26,-334.504,-463.169,-376.732
除税后盈利/(亏损),1903.607,1278.76,2088.605,1261.528,1813.776,1073.744,1495.352,1141.914
少数股东权益,3.355,2.961,,,,,,
股东应占盈利/(亏损),1900.252,1275.799,2088.605,1261.528,1813.776,1073.744,1495.352,1141.914
股息,811.7425498000001,,811.7425498000001,,811.7425498000001,,,
除税及股息后盈利/(亏损),1088.5094502,1275.799,1276.8624502,1261.528,1002.0334502,1073.744,1495.352,1141.914
基本每股营利(仙),47.000000,31.000000,51.000000,31.000000,58.000000,36.000000,59.000000,45.000000
摊薄每股盈利(仙),47.000000,31.000000,51.000000,31.000000,58.000000,36.000000,59.000000,45.000000
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
