报告期,2017-06-30,2016-06-30
报表类型,年报,年报
经营业务所得之现金流入净额,14.317755,6.940917
投资活动之现金流入净额,-0.086898,-12.262112
融资活动之现金流入净额,-9.214835,5.468978
现金及现金等价物增加,5.016022,0.147783
会计年初之现金及现金等价物,1.689076,1.541293
会计年终之现金及现金等价物,6.705098,1.689076
外汇兑换率变动之影响,--,--
购置固定资产款项,-0.894673,-12.007961
币种,马来西亚，林吉特,马来西亚，林吉特
