报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,26277.051684,15062.721002,26106.343738,14746.116848,27634.68604,16066.594121,29049.321166,16958.068052
除税前盈利/(亏损),2104.818639,1726.055869,2123.441765,1517.464987,2274.822402,1647.833425,2682.998822,1880.227429
税项,-722.562998,-501.144342,-1017.743313,-442.944614,-662.778888,-428.288925,-663.466755,-442.470623
除税后盈利/(亏损),1382.255641,1224.911527,1105.698452,1074.520373,1612.043514,1219.5445,2019.532067,1437.756806
少数股东权益,119.238453,76.443534,62.212024,5.491487,-101.085368,20.822552,29.434023,33.095658
股东应占盈利/(亏损),1263.017188,1148.467993,1043.486428,1069.028886,1713.128882,1198.721948,1990.098044,1404.661148
股息,567.412774,,472.843978,,526.88329,,607.942258,
除税及股息后盈利/(亏损),695.604414,1148.467993,570.64245,1069.028886,1186.245592,1198.721948,1382.155786,1404.661148
基本每股盈利(仙),93.500000,85.000000,77.200000,79.100000,126.800000,88.700000,147.300000,104.000000
摊薄每股盈利(仙),93.500000,85.000000,77.200000,79.100000,126.800000,88.700000,147.300000,104.000000
每股股息(仙),42.000000,--,35.000000,--,39.000000,--,45.000000,--
销售成本,-15622.130867,-8743.749045,-15265.279542,-8728.850579,-17192.101695,-9822.404877,-17899.291275,-10145.048255
折旧,--,-464.170557,-908.827787,-412.146284,-746.208711,-380.274362,-730.7746,-357.24935
销售及分销费用,-5768.943601,-3073.837935,-6029.439233,-3075.597006,-5904.539236,-3151.532081,-5682.981368,-3470.956501
一般及行政费用,-1244.256438,-542.783121,-1340.543211,-618.127361,-1412.435528,-636.73739,-1362.297511,-600.348563
利息费用/融资成本,--,--,--,--,--,--,--,--
毛利,10654.920817,6318.971957,10841.064196,4942.266613,8412.189999,5061.160804,8967.405643,5540.801764
经营盈利,1992.225265,1677.441838,1640.252856,1402.715517,1855.163195,1445.235703,2284.253043,1679.237294
应占联营公司盈利,20.461767,26.182374,-5.214764,29.320541,-4.562375,24.127694,23.840743,35.087117
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
