报告期,2017-03-31,2016-03-31,2015-03-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,3.649,17.888,9.92
投资活动之现金流入净额,-5.103,-2.921,-1.234
融资活动之现金流入净额,4.346,-10.206,-8.278
现金及现金等价物增加,2.892,4.761,0.408
会计年初之现金及现金等价物,10.728,5.967,5.559
会计年终之现金及现金等价物,13.62,10.728,5.967
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-2.307,-3.72,-0.862
币种,港币,港币,港币
