报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
经营业务所得之现金流入净额,-1074.908,4275.379,3632.643,-668.216,95.458,2341.619,738.225,933.732
投资活动之现金流入净额,-783.747,-1580.105,-1994.499,-1507.729,-1464.301,-6854.655,-6419.619,-5376.277
融资活动之现金流入净额,5777.006,-3537.153,3585.002,1875.66,2174.062,7511.046,8048.49,5570.91
现金及现金等价物增加,3918.351,-841.879,5223.146,-300.285,805.219,2998.01,2367.096,1128.365
会计年初之现金及现金等价物,5442.857,6338.667,6338.667,6338.667,6338.668,3259.123,3259.123,3259.123
会计年终之现金及现金等价物,9029.432,5442.857,11368.423,5940.423,7108.733,6338.667,5688.516,4310.559
外汇兑换率变动之影响,-331.776,-53.931,-193.39,-97.959,-35.154,81.534,62.297,-76.929
购置固定资产款项,-1037.666,-1707.232,-2070.404,-1421.152,-737.877,-7239.592,-5390.557,-4189.354
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
