报告期,2018-01-31,2017-07-31,2017-01-31,2016-07-31,2015-07-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-81.657,-62.205,-22.187,104.462,29.94
投资活动之现金流入净额,9.433,-10.088,0.434,-0.4,-0.815
融资活动之现金流入净额,15.145,152.295,20.694,-98.079,-9.345
现金及现金等价物增加,-57.079,80.002,-1.059,5.983,19.78
会计年初之现金及现金等价物,116.222,35.47,35.47,29.752,9.483
会计年终之现金及现金等价物,59.001,116.222,33.731,35.47,29.752
外汇兑换率变动之影响,-0.142,0.75,-0.68,-0.265,0.489
购置固定资产款项,-0.941,-0.544,-0.006,-1.353,-1.319
币种,港币,港币,港币,港币,港币
