报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,2269.6404138400003,28316.031,14877.838603040002,13411.775,2707.7141300900003,27732.298,15192.28925777,13834.827
除税前盈利/(亏损),1946.2457738,11644.026,8517.12387696,5797.526,2849.6384278200003,10705.06,8163.99479055,5304.969
税项,-399.77440631,-2560.655,-1821.95255607,-1301.004,-628.73581966,-2295.738,-1707.07468284,-1102.137
除税后盈利/(亏损),1546.47136749,9083.371,6695.17132089,4496.522,2220.90260816,8409.322,6456.92010771,4202.832
少数股东权益,20.154476719999998,487.972,327.93545208,195.095,82.37580412,379.215,271.86358153,172.338
股东应占盈利/(亏损),1526.3168907699999,8595.399,6367.23586881,4301.427,2138.52680404,8030.107,6185.05652618,4030.494
股息,,3048.4350655999997,,,,2667.3806824,,
除税及股息后盈利/(亏损),1526.3168907699999,5546.9639344,6367.23586881,4301.427,2138.52680404,5362.7263176,6185.05652618,4030.494
基本每股盈利(仙),20.000000,113.000000,84.000000,56.000000,28.000000,105.000000,81.000000,53.000000
摊薄每股盈利(仙),20.000000,--,84.000000,--,28.000000,--,81.000000,53.000000
每股股息(仙),--,40.000000,--,--,--,35.000000,--,--
销售成本,--,--,--,--,--,--,--,--
折旧,--,-216.21,--,-108.836,--,-217.702,--,-110.207
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-1867.14557003,-665.705,-6603.71006551,--,-2051.11530716,-672.274,-6679.8489436400005,--
利息费用/融资成本,--,-7064.048,--,-3234.975,--,-6542.655,--,-3505.124
毛利,2269.6404138400003,28316.031,14877.838603040002,13411.775,2707.7141300900003,27732.298,14761.852896979999,13834.827
经营盈利,1942.6197304000002,11644.026,8136.4407361700005,5797.526,2812.6936371799998,10705.06,8072.39992743,5304.969
应占联营公司盈利,115.90345038,460.965,--,201.89,76.26219836,402.864,--,201.973
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
