报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,29.508,-42.817,-40.379,14.003,26.24,-27.021,-32.922,-15.327
投资活动之现金流入净额,0.003,0.004,0.002,0.348,0.342,3.148,3.204,-0.357
融资活动之现金流入净额,-36.789,45.996,40.683,-17.836,-26.919,27.041,32.838,0
现金及现金等价物增加,-7.278,3.183,0.306,-3.485,-0.337,3.168,3.12,-15.684
会计年初之现金及现金等价物,12.229,9.046,9.046,12.531,12.531,9.363,9.363,25.047
会计年终之现金及现金等价物,4.951,12.229,9.352,9.046,12.194,12.531,12.483,9.363
外汇兑换率变动之影响,--,--,--,--,--,--,--,--
购置固定资产款项,--,--,--,-0.009,--,-0.058,--,-0.017
币种,美元,美元,美元,美元,美元,美元,美元,美元
