报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
利息收入,5686.531,2770.796,5197.642,2724.218,5357.305,2658.943,5223.202,2556.068
利息支出,-1751.83,-877.914,-1540.406,-777.099,-1704.012,-916.166,-1930.25,-938.708
净利息收入,3934.701,1892.882,3657.236,1947.119,3653.293,1742.777,3292.952,1617.36
其他经营收入,352.766,169.003,325.137,1228.802,2104.291,936.071,2309.371,1248.634
经营收入,5498.973,2634.049,5006.421,4121.248,6592.743,3272.855,7059.016,3692.117
经营支出,-2633.243,-1281.419,-2482.2,-1267.304,-2534.297,-1226.906,-2389.693,-1124.092
总准备,-270.882,-167.275,-563.567,-344.479,-496.352,-193.164,-472.962,-224.567
其他盈利/(亏损),-178.61,-89.289,-149.908,-1610.98,-1306.042,-664.91,-2436.101,-1323.534
除税前盈利/(亏损),2550.997,1505.945,2497.558,1320.993,2852.625,1569.886,2492.308,1400.218
税项,-419.415,-179.215,-305.27,-133.441,-344.815,-179.013,-245.786,-120.149
除税后盈利/(亏损),5962.892,5176.602,2439.098,1187.552,2507.81,1390.873,2246.522,1280.069
少数股东权益,558.118,332.26,547.281,273.671,560.343,316.989,519.635,267.238
股东应占盈利/(亏损),5404.774,4844.342,1891.817,913.881,1947.467,1073.884,1726.887,1012.831
股息,2663.847,2318.72,442.299,97.172,442.299,107.224,418.844,100.523
除税及股息后盈利/(亏损),2740.927,2525.622,1449.518,816.709,1505.168,966.66,1308.043,912.308
基本每股营利(仙),1613.000000,1446.000000,565.000000,273.000000,581.000000,320.000000,529.000000,318.000000
摊薄每股盈利(仙),1613.000000,1446.000000,564.000000,273.000000,581.000000,320.000000,528.000000,318.000000
币种,港币,港币,港币,港币,港币,港币,港币,港币
