报告期,2011-06-30,2010-12-31,2009-12-31
报表类型,中报,年报,年报
经营业务所得之现金流入净额,-12.005,45.454,9.123
投资活动之现金流入净额,-0.694,1.657,-1.321
融资活动之现金流入净额,-3.105,1.429,-10.285
现金及现金等价物增加,-15.804,48.54,-2.483
会计年初之现金及现金等价物,54.383,5.629,8.017
会计年终之现金及现金等价物,40.012,54.383,5.629
外汇兑换率变动之影响,1.433,0.214,0.095
购置固定资产款项,-0.851,-1.103,-0.258
币种,港币,港币,港币
