报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,39212.05737695,151569.39223663,39237.412093830004,72313.26559011,34988.30095488,93183.52138454,20605.364444919996,42286.511209180004
除税前盈利/(亏损),3244.16922847,10522.267498120002,3144.00058492,4383.29659254,1924.0254362599999,4637.64677144,891.2547409700001,2078.6307961800003
税项,-683.57469546,-1343.9007202999999,-700.14472476,-907.20544879,-436.69190052,-1041.39312017,-258.47976149,-477.11662127
除税后盈利/(亏损),2560.5945330100003,9178.36677782,2443.85586016,3476.09114375,1487.3335357400001,3596.25365127,632.7749794800001,1601.51417491
少数股东权益,640.95999234,2370.02423359,490.74517296,826.0484039199999,307.39946156,1155.0650195399999,180.16053141,549.99815886
股东应占盈利/(亏损),1919.63454067,6808.3425442299995,1953.1106872,2650.04273983,1179.9340741800002,2441.18863173,452.61444807,1051.51601605
股息,,1999.31,,,,999.6548195,,
除税及股息后盈利/(亏损),1919.63454067,4809.03254423,1953.1106872,2650.04273983,1179.9340741800002,1441.53381223,452.61444807,1051.51601605
基本每股盈利(仙),24.000000,85.000000,24.000000,33.000000,30.000000,61.000000,12.000000,26.000000
摊薄每股盈利(仙),24.000000,85.000000,24.000000,33.000000,30.000000,61.000000,12.000000,26.000000
每股股息(仙),--,25.000000,--,15.000000,--,25.000000,--,10.000000
销售成本,-30158.86271008,-118467.63009834,-30372.09210747,-56987.41118356,-27769.840882020002,-72099.98305863001,-15701.37340943,-32625.10192375
折旧,--,--,--,-2433.96116495,--,-4532.261154520001,--,-2214.81878135
销售及分销费用,-2638.47129044,-10337.77049189,-2768.92312532,-5027.42439909,-2429.4640109899997,-7644.62898486,-1709.81970926,-3477.83296781
一般及行政费用,-2280.45478077,-9601.58774466,-2352.0064474899996,-4593.0932844300005,-2104.69918797,-7651.67957671,-1835.52507601,-3738.5116984899996
利息费用/融资成本,-200.31234174000002,-590.75297158,-231.77107267,-368.71647081,-185.15656672999998,-198.82288484,-139.70585119999998,-89.25377949
毛利,9053.19466687,33101.76213829,8865.31998636,15325.85440655,7218.46007286,21062.27160513,4838.964976390001,9518.592164450001
经营盈利,3176.0227381199998,10384.9038745,3132.2082046799997,4327.89079045,1861.6714519700001,4118.307564090001,797.5954128,1860.51516125
应占联营公司盈利,18.557550350000003,84.87111866,16.30050652,120.80439287,14.81784058,-87.25095731,23.755529329999998,68.60955856
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
