报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-06-30
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-67.384,52.561,40.171,66.911,23.832
投资活动之现金流入净额,-0.338,-4.525,-2.318,-3.227,-19.17
融资活动之现金流入净额,147.854,-49.068,2.955,-30.281,-16.7
现金及现金等价物增加,80.132,-1.032,40.808,33.403,-12.038
会计年初之现金及现金等价物,56.318,58.174,58.174,25.851,38.056
会计年终之现金及现金等价物,136.595,56.318,98.91,58.174,25.851
外汇兑换率变动之影响,0.145,-0.824,-0.072,-1.08,-0.167
购置固定资产款项,-0.73,-4.813,-2.471,-5.089,-20.287
币种,港币,港币,港币,港币,港币
