报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-52.092,-52.932,-39.801,-56.27,-45.779,-34.643,-114.974,-32.575
投资活动之现金流入净额,-22.829,33.006,1.008,-146.474,0.844,-211.266,1.07,2.359
融资活动之现金流入净额,-4.569,112.25,26.922,149.974,152.017,363.389,199.476,-1.046
现金及现金等价物增加,-79.49,92.324,-11.871,-52.77,107.082,117.48,85.572,-31.262
会计年初之现金及现金等价物,208.646,143.037,143.037,217.108,217.108,103.213,103.213,131.108
会计年终之现金及现金等价物,132.602,208.646,129.011,143.037,325.102,217.108,186.382,103.213
外汇兑换率变动之影响,3.446,-26.715,-2.155,-21.301,0.912,-3.585,-2.403,3.367
购置固定资产款项,-23.351,-4.902,--,-5.166,--,-1.575,--,-0.215
币种,港币,港币,港币,港币,港币,港币,港币,港币
