报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,299.746,137.269,281.998,138.876,259.492,100.931,357.038,196.658
投资活动之现金流入净额,-607.372,316.148,-1149.284,-1254.065,-176.76,-37.182,587.681,659.909
融资活动之现金流入净额,786.939,71.424,223.479,306.667,-182.883,-46.579,-98.528,-44.137
现金及现金等价物增加,479.313,524.841,-643.807,-808.522,-100.151,17.17,846.191,812.43
会计年初之现金及现金等价物,419.614,419.614,1065.23,1065.23,1165.634,1165.634,319.675,319.675
会计年终之现金及现金等价物,901.569,946.282,419.614,256.368,1065.23,1182.804,1165.634,1132.105
外汇兑换率变动之影响,2.642,1.827,-1.809,-0.34,-0.253,--,-0.232,--
购置固定资产款项,-17.659,-1.762,-814.205,-805.71,-29.119,-22.764,-10.865,-2.568
币种,港币,港币,港币,港币,港币,港币,港币,港币
