报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,-45.53,27.154,0.443,51.014
投资活动之现金流入净额,6.464,-22.94,11.996,-42.997
融资活动之现金流入净额,98.651,-17.096,-9.951,-7.831
现金及现金等价物增加,59.585,-12.882,2.488,0.186
会计年初之现金及现金等价物,-10.272,2.737,0.214,0.028
会计年终之现金及现金等价物,49.375,-10.272,2.737,0.214
外汇兑换率变动之影响,0.062,-0.127,0.035,--
购置固定资产款项,-2.733,-1.194,-0.6,-4.395
币种,港币,港币,港币,港币
