报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,316262.914,142482.471,294745.71,134983.914,309826.139,142100.572,289475.832,125690.933
除税前盈利/(亏损),7431.88,2951.482,8138.759,5163.295,5438.079,6476.193,11560.252,3444.933
税项,-2574.187,39.237,-476.255,-922.252,-1662.473,-1360.286,-3738.081,-899.421
除税后盈利/(亏损),4857.693,2990.719,7985.01,4241.043,3775.606,5115.907,7822.171,2545.512
少数股东权益,-190.133,303.65,3126.086,1657.266,-883.477,1101.12,3661.782,1247.663
股东应占盈利/(亏损),5047.826,2687.069,4858.924,2583.777,4659.083,4014.787,4160.389,1297.849
股息,636,,570.208,,518.371,,366.025,
除税及股息后盈利/(亏损),4411.826,2687.069,4288.716,2583.777,4140.712,4014.787,3794.364,1297.849
基本每股盈利(仙),216.000000,115.000000,206.000000,110.000000,214.000000,200.000000,208.000000,65.000000
摊薄每股盈利(仙),214.000000,114.000000,206.000000,110.000000,214.000000,200.000000,207.000000,64.000000
每股股息(仙),27.000000,--,24.200000,--,22.000000,--,17.000000,--
销售成本,-269706.423,-121242.675,-249641.024,-112451.701,-261797.199,-118474.507,-246333.803,-108689.482
折旧,-2462.577,-2833.42,-2380.015,-2753.369,-2106.794,-2530.783,-1391.716,-1122.463
销售及分销费用,-20529.397,-9649.598,-17874.501,-7929.998,-16595.173,-7944.033,-13972.291,-6090.294
一般及行政费用,-24020.363,-12444.386,-23580.499,-11823.377,-26530.019,-12756.216,-20044.101,-7827.307
利息费用/融资成本,-4482.966,-2274.262,-3262.387,-1719.826,-3370.453,-1678.657,-3185.529,-1244.163
毛利,46556.491,21239.796,45104.686,22532.213,48028.94,23626.065,43142.029,17001.451
经营盈利,7431.88,2951.482,8138.759,5163.295,5438.079,6476.193,11560.252,3444.933
应占联营公司盈利,1074.656,422.236,1066.493,471.505,712.204,234.456,291.689,74.054
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
