报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30
报表类型,中报,年报,中报,年报
经营业务所得之现金流入净额,-6.791,-4.964,-0.588,10.118
投资活动之现金流入净额,-0.085,-0.328,-0.115,-0.041
融资活动之现金流入净额,43.493,2.872,-5.865,-8.698
现金及现金等价物增加,36.617,-2.42,-6.568,1.379
会计年初之现金及现金等价物,14.328,16.748,16.748,15.369
会计年终之现金及现金等价物,50.945,14.328,10.18,16.748
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-0.085,-0.34,-0.127,-0.065
币种,港币,港币,港币,港币
