报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
利息收入,39437,160343,118562,78699,38671,143450,105839,69610
利息支出,-26821,-99393,-73462,-48316,-23468,-78162,-57007,-36985
净利息收入,12616,60950,45100,30383,15203,65288,48832,32625
其他经营收入,3286,3045,2247,1340,593,742,643,12
经营收入,25378,92018,68873,46385,23692,94365,70896,47081
经营支出,-7318,-30802,-21654,-14351,-6759,-30254,-22569,-15413
总准备,-6960,-20570,-14241,-10030,-5486,-23931,-16113,-9956
其他盈利/(亏损),0,0,0,0,,0,,0
除税前盈利/(亏损),11100,40646,32978,22004,11447,40180,32214,21712
税项,-2029,-9035,-7498,-5032,-2848,-9792,-7725,-5244
除税后盈利/(亏损),9071,31611,25480,16972,8599,30388,24489,16468
少数股东权益,20,66,47,33,20,59,52,29
股东应占盈利/(亏损),9051,31545,25433,16939,8579,30329,24437,16439
股息,,9500.532,,,,4574.55,,
除税及股息后盈利/(亏损),9051,22044.468,25433,16939,8579,25754.45,24437,16439
基本每股营利(仙),17.000000,64.000000,51.000000,34.000000,18.000000,63.000000,50.000000,33.000000
摊薄每股盈利(仙),16.000000,59.000000,48.000000,32.000000,18.000000,63.000000,50.000000,33.000000
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
