报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,189.40274768,2819.377,1571.05547575,1198.002,196.17201601,3068.272,1590.36590783,1467.125
除税前盈利/(亏损),158.60673509999998,680.109,543.28914674,226.445,152.88291905,992.53,719.96982185,411.227
税项,-38.28298438,-158.946,-132.93212937,-58.476,-38.09585486,-227.842,-156.71735794,-96.849
除税后盈利/(亏损),120.32375071999999,521.163,410.35701737,167.969,114.78706419,746.725,563.25246391,314.378
少数股东权益,18.522063420000002,79.18,54.598990869999994,34.595,14.739759099999999,28.079,13.49666559,8.222
股东应占盈利/(亏损),101.8016873,441.983,355.7580265,133.374,100.04730509000001,718.646,549.75579832,306.156
股息,,423.7633476,,286.4326331,,797.1453687000001,,322.37347
除税及股息后盈利/(亏损),101.8016873,18.219652399999998,355.7580265,-153.05863309999998,100.04730509000001,-78.4993687,549.75579832,-16.21747
基本每股盈利(仙),3.000000,11.000000,9.000000,3.000000,3.000000,22.000000,17.000000,10.000000
摊薄每股盈利(仙),3.000000,11.000000,9.000000,3.000000,3.000000,22.000000,17.000000,10.000000
每股股息(仙),--,10.800000,--,7.300000,--,22.100000,--,10.000000
销售成本,--,--,--,--,--,--,--,--
折旧,--,-34.652,--,-33.942,--,-33.452,--,-32.452
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-232.16556813999998,--,-777.8674308999999,--,-232.36555911000002,--,-819.94525715,--
利息费用/融资成本,--,-808.506,--,-362.756,--,-830.115,--,-404.292
毛利,189.40274768,2819.377,1571.05547575,1198.002,192.6893609,3068.272,1590.36590783,1467.125
经营盈利,148.41975089,673.543,549.39933127,226.445,151.54366448,992.53,711.72747053,411.227
应占联营公司盈利,5.79884635,6.566,--,--,9.475992369999998,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
