报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,1319.921,-447.862,1369.902,558.646,492.478,3.619,-1151.359,-1016.814
投资活动之现金流入净额,-8186.62,-2051.136,-5010.687,-1758.84,-2217.38,-873.401,-3836.253,-1807.764
融资活动之现金流入净额,7289.589,1914.402,6963.66,1535.321,3002.411,873.985,4898.482,2757.406
现金及现金等价物增加,422.89,-584.596,3322.875,335.127,1277.509,4.203,-89.13,-67.172
会计年初之现金及现金等价物,8973.804,8973.804,5639.843,5639.843,4345.757,4345.757,4434.449,4434.449
会计年终之现金及现金等价物,9386.757,8387.421,8973.804,5982.179,5639.843,4349.926,4345.757,4367.637
外汇兑换率变动之影响,-9.937,-1.787,11.086,7.209,16.577,-0.034,0.438,0.36
购置固定资产款项,-1733.114,-511.799,-2885.15,-1134.118,-1106.19,-483.906,-2854.791,-805.455
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
