报告期,2017-03-31,2016-03-31,2015-03-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,42.669,15.048,3.773
投资活动之现金流入净额,-0.632,-0.921,-0.709
融资活动之现金流入净额,-35,-10,0.357
现金及现金等价物增加,7.037,4.127,3.421
会计年初之现金及现金等价物,15.113,10.986,7.565
会计年终之现金及现金等价物,22.15,15.113,10.986
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-0.644,-0.935,-0.741
币种,港币,港币,港币
