报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,30.245,21.463,28.671,50.585
投资活动之现金流入净额,32.311,-52.278,87.657,-17.094
融资活动之现金流入净额,15.849,-41.453,-53.166,10.738
现金及现金等价物增加,78.405,-72.268,63.162,44.229
会计年初之现金及现金等价物,79.434,151.702,88.54,44.311
会计年终之现金及现金等价物,156.1,79.434,151.702,88.54
外汇兑换率变动之影响,-1.739,--,--,--
购置固定资产款项,-0.7,-1.056,-1.275,-0.699
币种,人民币,人民币,人民币,人民币
