报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-0.873,9.293,0.602
投资活动之现金流入净额,-11.024,-2.126,-3.767
融资活动之现金流入净额,49.971,-2.629,3.68
现金及现金等价物增加,38.074,4.538,0.515
会计年初之现金及现金等价物,5.969,2.178,1.804
会计年终之现金及现金等价物,45.002,5.969,2.178
外汇兑换率变动之影响,0.959,-0.747,-0.141
购置固定资产款项,-11.053,-5.037,-1.172
币种,港币,港币,港币
